Unnamed: 0,link,usr_name,profit,totBI,totCashes,roi,roiBI,tournaments,abi,itm,tot_tournaments,tot_avFieldSize,tot_avBI,tot_profit,tot_avROI,tot_totROI,ly_tournaments,ly_avFieldSize,ly_avBI,ly_profit,ly_avROI,ly_totROI
1883,https://mttmarket.com/users/54a2ab450cf23c2fa9bd644d,colonok,-56.34,121.05,64.71,-46.54,-53.06,33,3.67,30.3,1208.0,4201.92,1.05,101.64,1.61,7.99,207.0,219.04,1.15,43.73,6.03,18.41
1925,https://mttmarket.com/users/530256a1230000af07d7038a,Stazher,-4982.7,44737.26,39754.56,-11.14,-7.49,1226,36.49,18.43,12226.0,1660.49,15.23,23325.33,44.59,12.53,1059.0,403.29,19.66,6809.62,46.26,32.71
1976,https://mttmarket.com/users/52b606b13800008b17d8371e,Slava4777,332.3,2924.5,3256.8,11.36,33.53,82,35.66,23.17,15118.0,1998.99,11.84,65993.83,39.28,36.86,2484.0,305.92,18.2,11695.77,35.78,25.87
1997,https://mttmarket.com/users/543e30b90cf24a5c0d7cb711,wASH1K,496.89,645.6,1142.49,76.97,23.63,150,4.3,12.0,4957.0,1579.11,3.06,6312.18,36.68,41.55,306.0,187.03,2.73,502.4,8.17,60.07
2001,https://mttmarket.com/users/52bb78b71c00009500b5f38c,VolanD,-21354.51,68588.02,47233.51,-31.13,-28.16,1124,61.02,15.48,15589.0,1335.42,64.87,-40303.22,9.06,-3.99,3173.0,245.35,56.54,-14511.14,-7.32,-8.09
2117,https://mttmarket.com/users/53817eb10cf2c8120d3f09e3,FerDJin,-1129.38,1610.85,481.47,-70.11,-77.62,22,73.22,13.64,,,,,,,,,,,,
2152,https://mttmarket.com/users/537773170cf2c8120d3d7976,KBAHT A3APTA,-3231.0,11601.6,8370.6,-27.85,36.4,281,41.29,13.88,2665.0,467.89,17.52,16505.89,75.33,35.35,313.0,167.65,22.45,-1676.05,-9.71,-23.85
2158,https://mttmarket.com/users/536e0cf40cf2c15ecd6fe8ea,IGRIK762,-2687.03,8327.34,5640.31,-32.27,-35.99,892,9.34,16.59,5322.0,424.94,2.83,-3494.72,-8.1,-23.22,1936.0,88.79,1.4,-322.46,2.98,-11.92
2173,https://mttmarket.com/users/52cc31e551000018bfd89635,Mirage,-2070.43,9332.42,7261.99,-22.19,-4.36,303,30.8,18.15,7489.0,3726.41,15.14,42491.11,65.05,37.48,255.0,264.91,16.77,596.69,14.81,13.96
2184,https://mttmarket.com/users/52efa22b2300004734bf2aca,54kgPozitiva,2949.89,12571.95,15521.84,23.46,-16.82,144,87.31,19.44,17713.0,1165.37,21.31,59109.9,40.33,15.66,2431.0,434.28,28.14,7114.05,29.32,10.4
2186,https://mttmarket.com/users/52fa4923240000584fe517b6,PWF,316.25,22029.0,22345.25,1.44,20.83,756,29.14,16.27,9248.0,803.8,25.68,23796.92,26.02,10.02,432.0,367.72,22.93,7369.38,47.11,74.41
2218,https://mttmarket.com/users/5332df72520000a4aba9c653,NeverGiveUp,-3651.42,9665.22,6013.8,-37.78,-17.89,263,36.75,22.81,13603.0,1973.29,11.06,38120.15,46.64,25.34,925.0,241.46,15.97,5404.24,41.33,36.57
2328,https://mttmarket.com/users/53d7b61a0cf25b8ee974e720,sergeup,-8032.04,24576.02,16543.98,-32.68,-29.43,1309,18.77,19.02,2833.0,380.91,16.77,8657.43,23.08,18.22,536.0,209.62,19.66,629.14,26.14,5.97
2468,https://mttmarket.com/users/5374a21a0cf2c8120d3d0a4b,Bogatur777,160.85,6097.5,6258.35,2.64,10.21,304,20.06,15.79,3459.0,1119.13,10.69,15713.03,70.5,42.51,1233.0,379.15,10.85,9495.58,86.29,71.0
2486,https://mttmarket.com/users/530f11484700002b36dc9e18,20iluha20,3119.22,38744.1,41863.32,8.05,12.11,1861,20.82,17.68,3969.0,1049.67,16.23,8242.37,20.11,12.8,444.0,223.45,20.3,-2072.99,-11.9,-23.0
2506,https://mttmarket.com/users/53231f094a00004987954a4c,etayavnoigra,336.28,13512.53,13848.81,2.49,-0.52,912,14.82,22.59,7459.0,2071.42,4.53,1053.61,12.82,3.12,1113.0,351.36,8.44,1378.91,39.08,14.68
2515,https://mttmarket.com/users/5304b594230000f326d704a0,corvet,-2754.74,11603.56,8848.82,-23.74,-20.36,800,14.5,20.13,11400.0,2434.28,12.24,12850.31,36.88,9.21,840.0,568.26,11.11,515.01,-6.24,5.52
2518,https://mttmarket.com/users/530f68e6470000f039dc9e6e,sekretar,-41.01,8237.96,8196.95,-0.5,-15.62,626,13.16,15.65,1385.0,472.18,8.52,1078.82,1.98,9.14,322.0,205.44,8.89,2690.23,91.99,94.01
2586,https://mttmarket.com/users/5319a671390000c6155b051a,RemmeMee,-1217.64,1556.56,338.92,-78.23,-80.92,99,15.72,11.11,5444.0,3121.56,8.12,7007.6,22.74,15.84,1717.0,233.64,15.12,8875.84,50.6,34.19
2606,https://mttmarket.com/users/52b4bc553800008703d83565,umbroSS,27677.25,19160.0,46837.25,144.45,48.31,49,391.02,18.37,22129.0,1943.97,49.66,271255.31,59.24,24.68,2991.0,382.74,85.51,33328.57,21.64,13.03
2690,https://mttmarket.com/users/52fa4015240000f94ee517ac,AlexaUA,-3487.7,20511.19,17023.49,-17.0,-8.97,637,32.2,18.52,10534.0,873.11,25.84,44671.1,31.95,16.41,2810.0,216.09,4.91,7794.95,83.14,56.46
2720,https://mttmarket.com/users/52b32eef5a00004f02eb24da,PolPal,1462.0,223.0,1685.0,655.61,1119.89,8,27.88,25.0,1783.0,944.49,6.34,6844.83,79.19,60.53,485.0,171.1,9.66,4477.93,75.97,95.57
2789,https://mttmarket.com/users/532703ac3a0000e903fec092,verstkabond,-126.4,144.0,17.6,-87.78,-84.9,22,6.55,9.09,1810.0,1975.86,8.52,5321.37,34.3,34.51,956.0,291.84,10.13,4179.83,28.44,43.15
2805,https://mttmarket.com/users/52d9489d2400007358fc3261,DJonik_EV,-224.47,315.2,90.73,-71.22,-73.88,35,9.01,14.29,9158.0,1663.47,6.7,45364.42,82.28,73.98,1005.0,452.71,11.56,7824.24,80.61,67.36
2828,https://mttmarket.com/users/52b3141d5a00009900eb24a1,Eller,255.01,1305.73,1560.74,19.53,121.07,48,27.2,16.67,9192.0,1418.29,13.63,55703.56,84.01,44.46,1671.0,369.21,22.07,11380.78,34.84,30.86
2830,https://mttmarket.com/users/52b31b745a00002d01eb24af,vadka,-7286.42,30948.05,23661.63,-23.54,-16.98,261,118.57,18.39,27176.0,1824.56,51.17,245219.49,24.42,17.64,3134.0,391.26,65.55,-38200.39,6.79,-18.59
2834,https://mttmarket.com/users/52b7ff773800008633d83896,ItsMyReality,-2538.9,4201.4,1662.5,-60.43,-59.99,55,76.39,18.18,3964.0,1956.51,43.37,76476.69,61.69,44.49,493.0,464.53,36.08,1816.66,24.64,10.21
2838,https://mttmarket.com/users/52b32afc5a00002402eb24d2,mr5bet,-2757.97,7539.4,4781.43,-36.58,-39.56,124,60.8,11.29,9913.0,1570.98,49.98,167431.78,63.74,33.79,607.0,243.54,10.62,4250.35,117.71,65.94
2840,https://mttmarket.com/users/52b5b66b3800002713d83691,Iggy,-554.6,2171.0,1616.4,-25.55,-21.82,94,23.1,17.02,2680.0,949.87,12.58,22466.59,58.44,66.66,463.0,441.41,17.41,3431.55,82.34,42.58
